,season,id,match_between,home_team,away_team,toss_won,decision,1st_inning_score,2nd_inning_score,home_score,away_score,winner,result,venue,home_captain,away_captain,player_of_the_match,super_over,home_overs,home_runs,home_wickets,home_boundaries,away_overs,away_runs,away_wickets,away_boundaries,home_key_batsman,home_key_bowler,away_key_batsman,away_key_bowler,part_of_the_day
211,2019,1178393,CSK v PBKS,CSK,PBKS,CSK,BAT FIRST,160/3,138/5,160/3,138/5,CSK,Super Kings won by 22 runs,"MA Chidambaram Stadium, Chepauk, Chennai",MS Dhoni,Ravichandran Ashwin,Harbhajan Singh,False,20.0,160.0,3.0,18.0,20.0,138.0,5.0,12.0,"Faf du Plessis,MS Dhoni","Harbhajan Singh,Scott Kuggeleijn","Sarfaraz Khan,KL Rahul","Ravichandran Ashwin,Murugan Ashwin",day/night
212,2019,1178394,SRH v MI,SRH,MI,SRH,BOWL FIRST,136/7,96/10,96/10,136/7,MI,Mum Indians won by 40 runs,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Bhuvneshwar Kumar,Rohit Sharma,Alzarri Joseph,False,17.4,96.0,10.0,9.0,20.0,136.0,7.0,15.0,"Deepak Hooda,Jonny Bairstow","Siddarth Kaul,Mohammad Nabi","Kieron Pollard,Quinton de Kock","Alzarri Joseph,Rahul Chahar",night
213,2019,1178395,RCB v DC,RCB,DC,DC,BOWL FIRST,149/8,152/6,149/8,152/6,DC,Capitals won by 4 wickets,"M.Chinnaswamy Stadium, Bengaluru",Virat Kohli,Shreyas Iyer,Kagiso Rabada,False,20.0,149.0,8.0,15.0,18.5,152.0,6.0,21.0,"Virat Kohli,Moeen Ali","Navdeep Saini,Mohammed Siraj","Shreyas Iyer,Prithvi Shaw","Kagiso Rabada,Chris Morris",day/night
214,2019,1178396,RR v KKR,RR,KKR,KKR,BOWL FIRST,139/3,140/2,139/3,140/2,KKR,KKR won by 8 wickets,"Sawai Mansingh Stadium, Jaipur",Ajinkya Rahane,Dinesh Karthik,Harry Gurney,False,20.0,139.0,3.0,15.0,13.5,140.0,2.0,21.0,"Steven Smith,Jos Buttler","Shreyas Gopal,Ben Stokes","Chris Lynn,Sunil Narine","Harry Gurney,Prasidh Krishna",night
215,2019,1178397,PBKS v SRH,PBKS,SRH,PBKS,BOWL FIRST,150/4,151/4,151/4,150/4,PBKS,Kings XI won by 6 wickets,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Ravichandran Ashwin,Bhuvneshwar Kumar,KL Rahul,False,19.5,151.0,4.0,16.0,20.0,150.0,4.0,14.0,"KL Rahul,Mayank Agarwal","Mohammed Shami,Ravichandran Ashwin","David Warner,Vijay Shankar","Sandeep Sharma,Rashid Khan",night
216,2019,1178398,CSK v KKR,CSK,KKR,CSK,BOWL FIRST,108/9,111/3,111/3,108/9,CSK,Super Kings won by 7 wickets,"MA Chidambaram Stadium, Chepauk, Chennai",MS Dhoni,Dinesh Karthik,Deepak Chahar,False,17.2,111.0,3.0,11.0,20.0,108.0,9.0,14.0,"Faf du Plessis,Ambati Rayudu","Deepak Chahar,Harbhajan Singh","Andre Russell,Dinesh Karthik","Sunil Narine,Piyush Chawla",night
217,2019,1178399,MI v PBKS,MI,PBKS,MI,BOWL FIRST,197/4,198/7,198/7,197/4,MI,Mum Indians won by 3 wickets,"Wankhede Stadium, Mumbai",Kieron Pollard,Ravichandran Ashwin,Kieron Pollard,False,20.0,198.0,7.0,26.0,20.0,197.0,4.0,26.0,"Kieron Pollard,Quinton de Kock","Hardik Pandya,Jason Behrendorff","KL Rahul,Chris Gayle","Mohammed Shami,Ravichandran Ashwin",night
218,2019,1178400,RR v CSK,RR,CSK,CSK,BOWL FIRST,151/7,155/6,151/7,155/6,CSK,Super Kings won by 4 wickets,"Sawai Mansingh Stadium, Jaipur",Ajinkya Rahane,MS Dhoni,MS Dhoni,False,20.0,151.0,7.0,18.0,20.0,155.0,6.0,13.0,"Ben Stokes,Jos Buttler","Ben Stokes,Dhawal Kulkarni","MS Dhoni,Ambati Rayudu","Ravindra Jadeja,Deepak Chahar",night
219,2019,1178401,KKR v DC,KKR,DC,DC,BOWL FIRST,178/7,180/3,178/7,180/3,DC,Capitals won by 7 wickets,"Eden Gardens, Kolkata",Dinesh Karthik,Shreyas Iyer,Shikhar Dhawan,False,20.0,178.0,7.0,24.0,18.5,180.0,3.0,24.0,"Shubman Gill,Andre Russell","Nitish Rana,Prasidh Krishna","Shikhar Dhawan,Rishabh Pant","Chris Morris,Kagiso Rabada",night
220,2019,1178402,MI v RR,MI,RR,RR,BOWL FIRST,187/5,188/6,187/5,188/6,RR,Royals won by 4 wickets,"Wankhede Stadium, Mumbai",Rohit Sharma,Ajinkya Rahane,Jos Buttler,False,20.0,187.0,5.0,23.0,19.3,188.0,6.0,28.0,"Quinton de Kock,Rohit Sharma","Krunal Pandya,Jasprit Bumrah","Jos Buttler,Ajinkya Rahane","Jofra Archer,Jaydev Unadkat",day/night
221,2019,1178403,PBKS v RCB,PBKS,RCB,RCB,BOWL FIRST,173/4,174/2,173/4,174/2,RCB,RCB won by 8 wickets,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Ravichandran Ashwin,Virat Kohli,AB de Villiers,False,20.0,173.0,4.0,23.0,19.2,174.0,2.0,23.0,"Chris Gayle,Mandeep Singh","Ravichandran Ashwin,Mohammed Shami","Virat Kohli,AB de Villiers","Yuzvendra Chahal,Moeen Ali",night
222,2019,1178404,KKR v CSK,KKR,CSK,CSK,BOWL FIRST,161/8,162/5,161/8,162/5,CSK,Super Kings won by 5 wickets,"Eden Gardens, Kolkata",Dinesh Karthik,MS Dhoni,Imran Tahir,False,20.0,161.0,8.0,20.0,19.4,162.0,5.0,24.0,"Chris Lynn,Nitish Rana","Sunil Narine,Piyush Chawla","Suresh Raina,Ravindra Jadeja","Imran Tahir,Shardul Thakur",day/night
223,2019,1178405,SRH v DC,SRH,DC,SRH,BOWL FIRST,155/7,116/10,116/10,155/7,DC,Capitals won by 39 runs,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Kane Williamson,Shreyas Iyer,Keemo Paul,False,18.5,116.0,10.0,10.0,20.0,155.0,7.0,18.0,"David Warner,Jonny Bairstow","Khaleel Ahmed,Bhuvneshwar Kumar","Shreyas Iyer,Colin Munro","Kagiso Rabada,Keemo Paul",night
224,2019,1178406,MI v RCB,MI,RCB,MI,BOWL FIRST,171/7,172/5,172/5,171/7,MI,Mum Indians won by 5 wickets,"Wankhede Stadium, Mumbai",Rohit Sharma,Virat Kohli,Lasith Malinga,False,19.0,172.0,5.0,25.0,20.0,171.0,7.0,22.0,"Quinton de Kock,Hardik Pandya","Lasith Malinga,Hardik Pandya","AB de Villiers,Moeen Ali","Moeen Ali,Yuzvendra Chahal",night
225,2019,1178407,PBKS v RR,PBKS,RR,RR,BOWL FIRST,182/6,170/7,182/6,170/7,PBKS,Kings XI won by 12 runs,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Ravichandran Ashwin,Ajinkya Rahane,Ravichandran Ashwin,False,20.0,182.0,6.0,20.0,20.0,170.0,7.0,15.0,"KL Rahul,David Miller","Ravichandran Ashwin,Arshdeep Singh","Rahul Tripathi,Stuart Binny","Jofra Archer,Dhawal Kulkarni",night
226,2019,1178408,SRH v CSK,SRH,CSK,CSK,BAT FIRST,132/5,137/4,137/4,132/5,SRH,Sunrisers won by 6 wickets,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Kane Williamson,Suresh Raina,David Warner,False,16.5,137.0,4.0,17.0,20.0,132.0,5.0,14.0,"Jonny Bairstow,David Warner","Rashid Khan,Vijay Shankar","Faf du Plessis,Shane Watson","Imran Tahir,Deepak Chahar",night
227,2019,1178409,DC v MI,DC,MI,MI,BAT FIRST,168/5,128/9,128/9,168/5,MI,Mum Indians won by 40 runs,"Arun Jaitley Stadium, Delhi",Shreyas Iyer,Rohit Sharma,Hardik Pandya,False,20.0,128.0,9.0,12.0,20.0,168.0,5.0,20.0,"Shikhar Dhawan,Axar Patel","Kagiso Rabada,Axar Patel","Krunal Pandya,Quinton de Kock","Rahul Chahar,Jasprit Bumrah",night
228,2019,1178410,KKR v RCB,KKR,RCB,KKR,BOWL FIRST,213/4,203/5,203/5,213/4,RCB,RCB won by 10 runs,"Eden Gardens, Kolkata",Dinesh Karthik,Virat Kohli,Virat Kohli,False,20.0,203.0,5.0,31.0,20.0,213.0,4.0,30.0,"Nitish Rana,Andre Russell","Andre Russell,Sunil Narine","Virat Kohli,Moeen Ali","Dale Steyn,Navdeep Saini",night
229,2019,1178411,RR v MI,RR,MI,RR,BOWL FIRST,161/5,162/5,162/5,161/5,RR,Royals won by 5 wickets,"Sawai Mansingh Stadium, Jaipur",Steven Smith,Rohit Sharma,Steven Smith,False,19.1,162.0,5.0,22.0,20.0,161.0,5.0,17.0,"Steven Smith,Riyan Parag","Shreyas Gopal,Stuart Binny","Quinton de Kock,Suryakumar Yadav","Rahul Chahar,Jasprit Bumrah",day/night
230,2019,1178412,DC v PBKS,DC,PBKS,DC,BOWL FIRST,163/7,166/5,166/5,163/7,DC,Capitals won by 5 wickets,"Arun Jaitley Stadium, Delhi",Shreyas Iyer,Ravichandran Ashwin,Shreyas Iyer,False,19.4,166.0,5.0,21.0,20.0,163.0,7.0,21.0,"Shreyas Iyer,Shikhar Dhawan","Sandeep Lamichhane,Axar Patel","Chris Gayle,Mandeep Singh","Hardus Viljoen,Mohammed Shami",night
231,2019,1178413,SRH v KKR,SRH,KKR,SRH,BOWL FIRST,159/8,161/1,161/1,159/8,SRH,Sunrisers won by 9 wickets,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Kane Williamson,Dinesh Karthik,Khaleel Ahmed,False,15.0,161.0,1.0,19.0,20.0,159.0,8.0,19.0,"Jonny Bairstow,David Warner","Khaleel Ahmed,Bhuvneshwar Kumar","Chris Lynn,Rinku Singh","Prithvi Raj,Andre Russell",day/night
232,2019,1178414,RCB v CSK,RCB,CSK,CSK,BOWL FIRST,161/7,160/8,161/7,160/8,RCB,RCB won by 1 run,"M.Chinnaswamy Stadium, Bengaluru",Virat Kohli,MS Dhoni,Parthiv Patel,False,20.0,161.0,7.0,20.0,20.0,160.0,8.0,18.0,"Parthiv Patel,Moeen Ali","Dale Steyn,Umesh Yadav","MS Dhoni,Ambati Rayudu","Deepak Chahar,Ravindra Jadeja",night
233,2019,1178415,RR v DC,RR,DC,DC,BOWL FIRST,191/6,193/4,191/6,193/4,DC,Capitals won by 6 wickets,"Sawai Mansingh Stadium, Jaipur",Steven Smith,Shreyas Iyer,Rishabh Pant,False,20.0,191.0,6.0,26.0,19.2,193.0,4.0,27.0,"Ajinkya Rahane,Steven Smith","Shreyas Gopal,Riyan Parag","Rishabh Pant,Shikhar Dhawan","Kagiso Rabada,Ishant Sharma",night
234,2019,1178416,CSK v SRH,CSK,SRH,CSK,BOWL FIRST,175/3,176/4,176/4,175/3,CSK,Super Kings won by 6 wickets,"MA Chidambaram Stadium, Chepauk, Chennai",MS Dhoni,Bhuvneshwar Kumar,Shane Watson,False,19.5,176.0,4.0,24.0,20.0,175.0,3.0,18.0,"Shane Watson,Suresh Raina","Harbhajan Singh,Deepak Chahar","Manish Pandey,David Warner","Bhuvneshwar Kumar,Rashid Khan",night
235,2019,1178417,RCB v PBKS,RCB,PBKS,PBKS,BOWL FIRST,202/4,185/7,202/4,185/7,RCB,RCB won by 17 runs,"M.Chinnaswamy Stadium, Bengaluru",Virat Kohli,Ravichandran Ashwin,AB de Villiers,False,20.0,202.0,4.0,27.0,20.0,185.0,7.0,28.0,"AB de Villiers,Marcus Stoinis","Umesh Yadav,Navdeep Saini","Nicholas Pooran,KL Rahul","Ravichandran Ashwin,Murugan Ashwin",night
236,2019,1178418,KKR v RR,KKR,RR,RR,BOWL FIRST,175/6,177/7,175/6,177/7,RR,Royals won by 3 wickets,"Eden Gardens, Kolkata",Dinesh Karthik,Steven Smith,Varun Aaron,False,20.0,175.0,6.0,25.0,19.2,177.0,7.0,26.0,"Dinesh Karthik,Nitish Rana","Piyush Chawla,Sunil Narine","Riyan Parag,Ajinkya Rahane","Varun Aaron,Shreyas Gopal",night
237,2019,1178419,CSK v MI,CSK,MI,CSK,BOWL FIRST,155/4,109/10,109/10,155/4,MI,Mum Indians won by 46 runs,"MA Chidambaram Stadium, Chepauk, Chennai",Suresh Raina,Rohit Sharma,Rohit Sharma,False,17.4,109.0,10.0,10.0,20.0,155.0,4.0,19.0,"Murali Vijay,Mitchell Santner","Mitchell Santner,Imran Tahir","Rohit Sharma,Evin Lewis","Lasith Malinga,Krunal Pandya",night
238,2019,1178420,RR v SRH,RR,SRH,RR,BOWL FIRST,160/8,161/3,161/3,160/8,RR,Royals won by 7 wickets,"Sawai Mansingh Stadium, Jaipur",Steven Smith,Kane Williamson,Jaydev Unadkat,False,19.1,161.0,3.0,20.0,20.0,160.0,8.0,13.0,"Sanju Samson,Liam Livingstone","Jaydev Unadkat,Oshane Thomas","Manish Pandey,David Warner","Rashid Khan,Shakib Al Hasan",night
239,2019,1178421,DC v RCB,DC,RCB,DC,BAT FIRST,187/5,171/7,187/5,171/7,DC,Capitals won by 16 runs,"Arun Jaitley Stadium, Delhi",Shreyas Iyer,Virat Kohli,Shikhar Dhawan,False,20.0,187.0,5.0,26.0,20.0,171.0,7.0,20.0,"Shreyas Iyer,Shikhar Dhawan","Amit Mishra,Kagiso Rabada","Parthiv Patel,Marcus Stoinis","Yuzvendra Chahal,Washington Sundar",day/night
240,2019,1178422,KKR v MI,KKR,MI,MI,BOWL FIRST,232/2,198/7,232/2,198/7,KKR,KKR won by 34 runs,"Eden Gardens, Kolkata",Dinesh Karthik,Rohit Sharma,Andre Russell,False,20.0,232.0,2.0,36.0,20.0,198.0,7.0,28.0,"Andre Russell,Shubman Gill","Andre Russell,Harry Gurney","Hardik Pandya,Suryakumar Yadav","Hardik Pandya,Rahul Chahar",night
241,2019,1178423,SRH v PBKS,SRH,PBKS,PBKS,BOWL FIRST,212/6,167/8,212/6,167/8,SRH,Sunrisers won by 45 runs,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Kane Williamson,Ravichandran Ashwin,David Warner,False,20.0,212.0,6.0,22.0,20.0,167.0,8.0,20.0,"David Warner,Manish Pandey","Rashid Khan,Khaleel Ahmed","KL Rahul,Mayank Agarwal","Ravichandran Ashwin,Mohammed Shami",night
243,2019,1178425,CSK v DC,CSK,DC,DC,BOWL FIRST,179/4,99/10,179/4,99/10,CSK,Super Kings won by 80 runs,"MA Chidambaram Stadium, Chepauk, Chennai",MS Dhoni,Shreyas Iyer,MS Dhoni,False,20.0,179.0,4.0,25.0,16.2,99.0,10.0,11.0,"Suresh Raina,MS Dhoni","Imran Tahir,Ravindra Jadeja","Shreyas Iyer,Shikhar Dhawan","Jagadeesha Suchith,Axar Patel",night
244,2019,1178426,MI v SRH,MI,SRH,MI,BAT FIRST,162/5,162/6,162/5,162/6,SRH,Match tied (Mumbai Indians won the one-over eliminator),"Wankhede Stadium, Mumbai",Rohit Sharma,Kane Williamson,Jasprit Bumrah,True,20.0,162.0,5.0,21.0,20.0,162.0,6.0,21.0,"Quinton de Kock,Rohit Sharma","Krunal Pandya,Hardik Pandya","Manish Pandey,Mohammad Nabi","Khaleel Ahmed,Mohammad Nabi",night
245,2019,1178427,PBKS v KKR,PBKS,KKR,KKR,BOWL FIRST,183/6,185/3,183/6,185/3,KKR,KKR won by 7 wickets,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Ravichandran Ashwin,Dinesh Karthik,Shubman Gill,False,20.0,183.0,6.0,23.0,18.0,185.0,3.0,25.0,"Sam Curran,Nicholas Pooran","Mohammed Shami,Ravichandran Ashwin","Shubman Gill,Chris Lynn","Sandeep Warrier,Nitish Rana",night
246,2019,1178428,DC v RR,DC,RR,RR,BAT FIRST,115/9,121/5,121/5,115/9,DC,Capitals won by 5 wickets,"Arun Jaitley Stadium, Delhi",Shreyas Iyer,Ajinkya Rahane,Amit Mishra,False,16.1,121.0,5.0,13.0,20.0,115.0,9.0,11.0,"Rishabh Pant,Shikhar Dhawan","Amit Mishra,Ishant Sharma","Riyan Parag,Liam Livingstone","Ish Sodhi,Shreyas Gopal",day/night
247,2019,1178429,RCB v SRH,RCB,SRH,RCB,BOWL FIRST,175/7,178/6,178/6,175/7,RCB,RCB won by 4 wickets,"M.Chinnaswamy Stadium, Bengaluru",Virat Kohli,Kane Williamson,Shimron Hetmyer,False,19.2,178.0,6.0,24.0,20.0,175.0,7.0,23.0,"Shimron Hetmyer,Gurkeerat Singh Mann","Washington Sundar,Navdeep Saini","Kane Williamson,Martin Guptill","Khaleel Ahmed,Bhuvneshwar Kumar",night
248,2019,1178430,PBKS v CSK,PBKS,CSK,PBKS,BOWL FIRST,170/5,173/4,173/4,170/5,PBKS,Kings XI won by 6 wickets,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Ravichandran Ashwin,MS Dhoni,KL Rahul,False,18.0,173.0,4.0,23.0,20.0,170.0,5.0,22.0,"KL Rahul,Nicholas Pooran","Sam Curran,Mohammed Shami","Faf du Plessis,Suresh Raina","Harbhajan Singh,Ravindra Jadeja",day/night
249,2019,1178431,MI v KKR,MI,KKR,MI,BOWL FIRST,133/7,134/1,134/1,133/7,MI,Mum Indians won by 9 wickets,"Wankhede Stadium, Mumbai",Rohit Sharma,Dinesh Karthik,Hardik Pandya,False,16.1,134.0,1.0,19.0,20.0,133.0,7.0,13.0,"Rohit Sharma,Suryakumar Yadav","Lasith Malinga,Hardik Pandya","Chris Lynn,Robin Uthappa","Prasidh Krishna,Sandeep Warrier",night
250,2019,1181764,MI v CSK,MI,CSK,CSK,BAT FIRST,131/4,132/4,132/4,131/4,MI,Mum Indians won by 6 wickets,"MA Chidambaram Stadium, Chepauk, Chennai",Rohit Sharma,MS Dhoni,Suryakumar Yadav,False,18.3,132.0,4.0,16.0,20.0,131.0,4.0,14.0,"Suryakumar Yadav,Ishan Kishan","Rahul Chahar,Krunal Pandya","Ambati Rayudu,MS Dhoni","Imran Tahir,Harbhajan Singh",night
251,2019,1181766,DC v SRH,DC,SRH,DC,BOWL FIRST,162/8,165/8,165/8,162/8,DC,Capitals won by 2 wickets,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Shreyas Iyer,Kane Williamson,Rishabh Pant,False,19.5,165.0,8.0,23.0,20.0,162.0,8.0,19.0,"Prithvi Shaw,Rishabh Pant","Keemo Paul,Ishant Sharma","Martin Guptill,Manish Pandey","Rashid Khan,Khaleel Ahmed",night
252,2019,1181767,CSK v DC,CSK,DC,CSK,BOWL FIRST,147/9,151/4,151/4,147/9,CSK,Super Kings won by 6 wickets,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",MS Dhoni,Shreyas Iyer,Faf du Plessis,False,19.0,151.0,4.0,19.0,20.0,147.0,9.0,17.0,"Shane Watson,Faf du Plessis","Dwayne Bravo,Ravindra Jadeja","Rishabh Pant,Colin Munro","Trent Boult,Amit Mishra",night
253,2019,1181768,MI v CSK,MI,CSK,MI,BAT FIRST,149/8,148/7,149/8,148/7,MI,Mum Indians won by 1 run,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Rohit Sharma,MS Dhoni,Jasprit Bumrah,False,20.0,149.0,8.0,18.0,20.0,148.0,7.0,17.0,"Kieron Pollard,Quinton de Kock","Jasprit Bumrah,Rahul Chahar","Shane Watson,Faf du Plessis","Deepak Chahar,Imran Tahir",night
254,2018,1136561,MI v CSK,MI,CSK,CSK,BOWL FIRST,165/4,169/9,165/4,169/9,CSK,Super Kings won by 1 wicket,"Wankhede Stadium, Mumbai",Rohit Sharma,MS Dhoni,Dwayne Bravo,False,20.0,165.0,4.0,23.0,19.5,169.0,9.0,21.0,"Suryakumar Yadav,Krunal Pandya","Mayank Markande,Hardik Pandya","Dwayne Bravo,Kedar Jadhav","Shane Watson,Deepak Chahar",night
255,2018,1136562,PBKS v DC,PBKS,DC,PBKS,BOWL FIRST,166/7,167/4,167/4,166/7,PBKS,Kings XI won by 6 wickets,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Ravichandran Ashwin,Gautam Gambhir,KL Rahul,False,18.5,167.0,4.0,23.0,20.0,166.0,7.0,16.0,"KL Rahul,Karun Nair","Mujeeb Ur Rahman,Mohit Sharma","Gautam Gambhir,Rishabh Pant","Daniel Christian,Rahul Tewatia",day/night
256,2018,1136563,KKR v RCB,KKR,RCB,KKR,BOWL FIRST,176/7,177/6,177/6,176/7,KKR,KKR won by 4 wickets,"Eden Gardens, Kolkata",Dinesh Karthik,Virat Kohli,Sunil Narine,False,18.5,177.0,6.0,24.0,20.0,176.0,7.0,24.0,"Sunil Narine,Dinesh Karthik","Nitish Rana,Vinay Kumar","AB de Villiers,Brendon McCullum","Chris Woakes,Umesh Yadav",night
257,2018,1136564,SRH v RR,SRH,RR,SRH,BOWL FIRST,125/9,127/1,127/1,125/9,SRH,Sunrisers won by 9 wickets,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Kane Williamson,Ajinkya Rahane,Shikhar Dhawan,False,15.5,127.0,1.0,19.0,20.0,125.0,9.0,12.0,"Shikhar Dhawan,Kane Williamson","Siddarth Kaul,Shakib Al Hasan","Sanju Samson,Shreyas Gopal","Jaydev Unadkat,D'Arcy Short",night
258,2018,1136565,CSK v KKR,CSK,KKR,CSK,BOWL FIRST,202/6,205/5,205/5,202/6,CSK,Super Kings won by 5 wickets,"MA Chidambaram Stadium, Chepauk, Chennai",MS Dhoni,Dinesh Karthik,Sam Billings,False,19.5,205.0,5.0,23.0,20.0,202.0,6.0,28.0,"Sam Billings,Shane Watson","Shane Watson,Harbhajan Singh","Andre Russell,Robin Uthappa","Tom Curran,Sunil Narine",night
259,2018,1136566,RR v DC,RR,DC,DC,BOWL FIRST,153/5,60/4,153/5,60/4,RR,Royals won by 10 runs (D/L),"Sawai Mansingh Stadium, Jaipur",Ajinkya Rahane,Gautam Gambhir,Sanju Samson,False,17.5,153.0,5.0,17.0,6.0,60.0,4.0,9.0,"Ajinkya Rahane,Sanju Samson","Ben Laughlin,Jaydev Unadkat","Rishabh Pant,Chris Morris","Shahbaz Nadeem,Trent Boult",night
260,2018,1136567,SRH v MI,SRH,MI,SRH,BOWL FIRST,147/8,151/9,151/9,147/8,SRH,Sunrisers won by 1 wicket,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Kane Williamson,Rohit Sharma,Rashid Khan,False,20.0,151.0,9.0,19.0,20.0,147.0,8.0,21.0,"Shikhar Dhawan,Deepak Hooda","Sandeep Sharma,Siddarth Kaul","Evin Lewis,Suryakumar Yadav","Mayank Markande,Mustafizur Rahman",night
261,2018,1136568,RCB v PBKS,RCB,PBKS,RCB,BOWL FIRST,155/10,159/6,159/6,155/10,RCB,RCB won by 4 wickets,"M.Chinnaswamy Stadium, Bengaluru",Virat Kohli,Ravichandran Ashwin,Umesh Yadav,False,19.3,159.0,6.0,21.0,19.2,155.0,10.0,18.0,"AB de Villiers,Quinton de Kock","Umesh Yadav,Washington Sundar","KL Rahul,Ravichandran Ashwin","Ravichandran Ashwin,Axar Patel",night
262,2018,1136569,MI v DC,MI,DC,DC,BOWL FIRST,194/7,195/3,194/7,195/3,DC,Daredevils won by 7 wickets,"Wankhede Stadium, Mumbai",Rohit Sharma,Gautam Gambhir,Jason Roy,False,20.0,194.0,7.0,26.0,20.0,195.0,3.0,28.0,"Suryakumar Yadav,Evin Lewis","Krunal Pandya,Mustafizur Rahman","Jason Roy,Rishabh Pant","Rahul Tewatia,Daniel Christian",day/night
263,2018,1136570,KKR v SRH,KKR,SRH,SRH,BOWL FIRST,138/8,139/5,138/8,139/5,SRH,Sunrisers won by 5 wickets (with 6 balls remaining),"Eden Gardens, Kolkata",Dinesh Karthik,Kane Williamson,Billy Stanlake,False,20.0,138.0,8.0,16.0,19.0,139.0,5.0,17.0,"Chris Lynn,Dinesh Karthik","Sunil Narine,Piyush Chawla","Kane Williamson,Shakib Al Hasan","Bhuvneshwar Kumar,Billy Stanlake",night
264,2018,1136571,RCB v RR,RCB,RR,RCB,BOWL FIRST,217/4,198/6,198/6,217/4,RR,Royals won by 19 runs,"M.Chinnaswamy Stadium, Bengaluru",Virat Kohli,Ajinkya Rahane,Sanju Samson,False,20.0,198.0,6.0,27.0,20.0,217.0,4.0,28.0,"Virat Kohli,Mandeep Singh","Yuzvendra Chahal,Chris Woakes","Sanju Samson,Ajinkya Rahane","Shreyas Gopal,D'Arcy Short",day/night
265,2018,1136572,PBKS v CSK,PBKS,CSK,CSK,BOWL FIRST,197/7,193/5,197/7,193/5,PBKS,Kings XI won by 4 runs,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Ravichandran Ashwin,MS Dhoni,Chris Gayle,False,20.0,197.0,7.0,28.0,20.0,193.0,5.0,23.0,"Chris Gayle,KL Rahul","Andrew Tye,Ravichandran Ashwin","MS Dhoni,Ambati Rayudu","Imran Tahir,Shardul Thakur",night
266,2018,1136573,KKR v DC,KKR,DC,DC,BOWL FIRST,200/9,129/10,200/9,129/10,KKR,KKR won by 71 runs,"Eden Gardens, Kolkata",Dinesh Karthik,Gautam Gambhir,Nitish Rana,False,20.0,200.0,9.0,29.0,14.2,129.0,10.0,18.0,"Nitish Rana,Andre Russell","Sunil Narine,Kuldeep Yadav","Glenn Maxwell,Rishabh Pant","Rahul Tewatia,Trent Boult",night
267,2018,1136574,MI v RCB,MI,RCB,RCB,BOWL FIRST,213/6,167/8,213/6,167/8,MI,Mum Indians won by 46 runs,"Wankhede Stadium, Mumbai",Rohit Sharma,Virat Kohli,Rohit Sharma,False,20.0,213.0,6.0,31.0,20.0,167.0,8.0,19.0,"Rohit Sharma,Evin Lewis","Krunal Pandya,Mitchell McClenaghan","Virat Kohli,Quinton de Kock","Umesh Yadav,Corey Anderson",night
268,2018,1136575,RR v KKR,RR,KKR,KKR,BOWL FIRST,160/8,163/3,160/8,163/3,KKR,KKR won by 7 wickets (with 7 balls remaining),"Sawai Mansingh Stadium, Jaipur",Ajinkya Rahane,Dinesh Karthik,Nitish Rana,False,20.0,160.0,8.0,19.0,18.5,163.0,3.0,21.0,"D'Arcy Short,Ajinkya Rahane","Krishnappa Gowtham,Shreyas Gopal","Robin Uthappa,Dinesh Karthik","Nitish Rana,Tom Curran",night
269,2018,1136576,PBKS v SRH,PBKS,SRH,PBKS,BAT FIRST,193/3,178/4,193/3,178/4,PBKS,Kings XI won by 15 runs,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Ravichandran Ashwin,Kane Williamson,Chris Gayle,False,20.0,193.0,3.0,24.0,20.0,178.0,4.0,16.0,"Chris Gayle,Karun Nair","Andrew Tye,Mohit Sharma","Manish Pandey,Kane Williamson","Bhuvneshwar Kumar,Siddarth Kaul",night
270,2018,1136577,CSK v RR,CSK,RR,RR,BOWL FIRST,204/5,140/10,204/5,140/10,CSK,Super Kings won by 64 runs,"Maharashtra Cricket Association Stadium, Pune",MS Dhoni,Ajinkya Rahane,Shane Watson,False,20.0,204.0,5.0,31.0,18.3,140.0,10.0,13.0,"Shane Watson,Suresh Raina","Dwayne Bravo,Karn Sharma","Ben Stokes,Jos Buttler","Shreyas Gopal,Ben Laughlin",night
