,season,id,match_between,home_team,away_team,toss_won,decision,1st_inning_score,2nd_inning_score,home_score,away_score,winner,result,venue,home_captain,away_captain,player_of_the_match,super_over,home_overs,home_runs,home_wickets,home_boundaries,away_overs,away_runs,away_wickets,away_boundaries,home_key_batsman,home_key_bowler,away_key_batsman,away_key_bowler,part_of_the_day
471,2015,829781,KKR v SRH,KKR,SRH,SRH,BOWL FIRST,167/7,132/9,167/7,132/9,KKR,KKR won by 35 runs,"Eden Gardens, Kolkata",Gautam Gambhir,David Warner,Umesh Yadav,False,20.0,167.0,7.0,19.0,20.0,132.0,9.0,14.0,"Manish Pandey,Gautam Gambhir","Brad Hogg,Umesh Yadav","Moises Henriques,Karn Sharma","Karn Sharma,Bhuvneshwar Kumar",night
472,2015,829783,MI v DC,MI,DC,DC,BAT FIRST,152/6,153/5,153/5,152/6,MI,Mum Indians won by 5 wickets (with 3 balls remaining),"Wankhede Stadium, Mumbai",Rohit Sharma,Jean-Paul Duminy,Harbhajan Singh,False,19.3,153.0,5.0,16.0,20.0,152.0,6.0,21.0,"Ambati Rayudu,Rohit Sharma","Harbhajan Singh,Lasith Malinga","Yuvraj Singh,Jean-Paul Duminy","Nathan Coulter-Nile,Amit Mishra",night
473,2015,829785,RCB v PBKS,RCB,PBKS,PBKS,BOWL FIRST,226/3,88/10,226/3,88/10,RCB,RCB won by 138 runs,"M.Chinnaswamy Stadium, Bengaluru",Virat Kohli,George Bailey,Chris Gayle,False,20.0,226.0,3.0,32.0,13.4,88.0,10.0,11.0,"Chris Gayle,AB de Villiers","Mitchell Starc,Sreenath Aravind","Axar Patel,Wriddhiman Saha","Sandeep Sharma,Axar Patel",night
474,2015,829787,RR v SRH,RR,SRH,RR,BOWL FIRST,201/4,194/7,194/7,201/4,SRH,Sunrisers won by 7 runs,"Brabourne Stadium, Mumbai",Shane Watson,David Warner,Eoin Morgan,False,20.0,194.0,7.0,28.0,20.0,201.0,4.0,28.0,"Steven Smith,Chris Morris","Shane Watson,Pravin Tambe","Eoin Morgan,Shikhar Dhawan","Bhuvneshwar Kumar,Ravi Bopara",day/night
475,2015,829761,KKR v DC,KKR,DC,KKR,BAT FIRST,171/7,158/6,171/7,158/6,KKR,KKR won by 13 runs,"Eden Gardens, Kolkata",Gautam Gambhir,Jean-Paul Duminy,Piyush Chawla,False,20.0,171.0,7.0,22.0,20.0,158.0,6.0,21.0,"Yusuf Pathan,Robin Uthappa","Piyush Chawla,Andre Russell","Shreyas Iyer,Jean-Paul Duminy","Imran Tahir,Yuvraj Singh",night
476,2015,829789,CSK v MI,CSK,MI,CSK,BAT FIRST,158/5,159/4,158/5,159/4,MI,Mum Indians won by 6 wickets (with 4 balls remaining),"MA Chidambaram Stadium, Chepauk, Chennai",MS Dhoni,Rohit Sharma,Hardik Pandya,False,20.0,158.0,5.0,19.0,19.2,159.0,4.0,18.0,"MS Dhoni,Pawan Negi","Ravichandran Ashwin,Dwayne Bravo","Parthiv Patel,Lendl Simmons","Jagadeesha Suchith,Vinay Kumar",night
477,2015,829791,KKR v PBKS,KKR,PBKS,PBKS,BAT FIRST,183/5,184/9,184/9,183/5,KKR,KKR won by 1 wicket (with 1 ball remaining),"Eden Gardens, Kolkata",Gautam Gambhir,George Bailey,Andre Russell,False,19.5,184.0,9.0,28.0,20.0,183.0,5.0,22.0,"Andre Russell,Yusuf Pathan","Sunil Narine,Andre Russell","Glenn Maxwell,Manan Vohra","Gurkeerat Singh Mann,Anureet Singh",day/night
478,2015,829793,DC v SRH,DC,SRH,SRH,BAT FIRST,163/4,157/4,157/4,163/4,SRH,Sunrisers won by 6 runs,"Shaheed Veer Narayan Singh International Stadium, Raipur",Jean-Paul Duminy,David Warner,Moises Henriques,False,20.0,157.0,4.0,23.0,20.0,163.0,4.0,15.0,"Kedar Jadhav,Quinton de Kock","Nathan Coulter-Nile,Jayant Yadav","Moises Henriques,Eoin Morgan","Karn Sharma,Parvez Rasool",night
479,2015,829795,MI v RCB,MI,RCB,RCB,BAT FIRST,235/1,196/7,196/7,235/1,RCB,RCB won by 39 runs,"Wankhede Stadium, Mumbai",Rohit Sharma,Virat Kohli,AB de Villiers,False,20.0,196.0,7.0,26.0,20.0,235.0,1.0,35.0,"Lendl Simmons,Kieron Pollard","Lasith Malinga,Mitchell McClenaghan","AB de Villiers,Virat Kohli","Harshal Patel,Yuzvendra Chahal",day/night
480,2015,829797,CSK v RR,CSK,RR,CSK,BAT FIRST,157/5,145/9,157/5,145/9,CSK,Super Kings won by 12 runs,"MA Chidambaram Stadium, Chepauk, Chennai",MS Dhoni,Steven Smith,Ravindra Jadeja,False,20.0,157.0,5.0,19.0,20.0,145.0,9.0,14.0,"Brendon McCullum,Faf du Plessis","Ravindra Jadeja,Mohit Sharma","Shane Watson,Sanju Samson","Chris Morris,Ankit Sharma",night
481,2015,829799,SRH v PBKS,SRH,PBKS,SRH,BAT FIRST,185/5,180/7,185/5,180/7,SRH,Sunrisers won by 5 runs,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",David Warner,George Bailey,David Warner,False,20.0,185.0,5.0,25.0,20.0,180.0,7.0,23.0,"David Warner,Moises Henriques","Moises Henriques,Bipul Sharma","David Miller,Murali Vijay","Beuran Hendricks,Gurkeerat Singh Mann",night
482,2015,829801,DC v CSK,DC,CSK,CSK,BAT FIRST,119/6,120/4,120/4,119/6,DC,Daredevils won by 6 wickets (with 20 balls remaining),"Shaheed Veer Narayan Singh International Stadium, Raipur",Jean-Paul Duminy,MS Dhoni,Zaheer Khan,False,16.4,120.0,4.0,18.0,20.0,119.0,6.0,13.0,"Shreyas Iyer,Yuvraj Singh","Zaheer Khan,Albie Morkel","Faf du Plessis,MS Dhoni","Ishwar Pandey,Pawan Negi",night
483,2015,829803,PBKS v RCB,PBKS,RCB,RCB,BOWL FIRST,106/6,84/6,106/6,84/6,PBKS,Kings XI won by 22 runs,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",George Bailey,Virat Kohli,Axar Patel,False,10.0,106.0,6.0,13.0,10.0,84.0,6.0,8.0,"Wriddhiman Saha,Axar Patel","Axar Patel,Anureet Singh","Mandeep Singh,Virat Kohli","Harshal Patel,Yuzvendra Chahal",night
484,2015,829805,MI v KKR,MI,KKR,KKR,BOWL FIRST,171/4,166/7,171/4,166/7,MI,Mum Indians won by 5 runs,"Wankhede Stadium, Mumbai",Rohit Sharma,Gautam Gambhir,Hardik Pandya,False,20.0,171.0,4.0,22.0,20.0,166.0,7.0,22.0,"Hardik Pandya,Kieron Pollard","Kieron Pollard,Jagadeesha Suchith","Yusuf Pathan,Gautam Gambhir","Shakib Al Hasan,Morne Morkel",night
485,2015,829807,SRH v RCB,SRH,RCB,SRH,BAT FIRST,135/3,83/4,135/3,83/4,RCB,RCB won by 6 wickets (with 1 ball remaining) (D/L method),"Rajiv Gandhi International Stadium, Uppal, Hyderabad",David Warner,Virat Kohli,Virat Kohli,False,11.0,135.0,3.0,17.0,5.5,83.0,4.0,13.0,"Moises Henriques,David Warner","Moises Henriques,Praveen Kumar","Virat Kohli,Chris Gayle","David Wiese,Mitchell Starc",night
486,2015,829809,PBKS v CSK,PBKS,CSK,PBKS,BAT FIRST,130/7,134/3,130/7,134/3,CSK,Super Kings won by 7 wickets (with 19 balls remaining),"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",George Bailey,MS Dhoni,Pawan Negi,False,20.0,130.0,7.0,15.0,16.5,134.0,3.0,15.0,"Axar Patel,Rishi Dhawan","Sandeep Sharma,Rishi Dhawan","Faf du Plessis,Suresh Raina","Pawan Negi,Ravichandran Ashwin",day/night
487,2015,829811,RR v KKR,RR,KKR,RR,BAT FIRST,199/6,190/9,199/6,190/9,RR,Royals won by 9 runs,"Brabourne Stadium, Mumbai",Steven Smith,Gautam Gambhir,Shane Watson,False,20.0,199.0,6.0,26.0,20.0,190.0,9.0,26.0,"Shane Watson,Ajinkya Rahane","Chris Morris,Dhawal Kulkarni","Yusuf Pathan,Andre Russell","Andre Russell,Umesh Yadav",night
489,2015,829815,SRH v MI,SRH,MI,SRH,BAT FIRST,113/10,114/1,113/10,114/1,MI,Mum Indians won by 9 wickets (with 37 balls remaining),"Rajiv Gandhi International Stadium, Uppal, Hyderabad",David Warner,Rohit Sharma,Mitchell McClenaghan,False,20.0,113.0,10.0,9.0,13.5,114.0,1.0,16.0,"KL Rahul,Dale Steyn","Karn Sharma,Bhuvneshwar Kumar","Parthiv Patel,Lendl Simmons","Mitchell McClenaghan,Jagadeesha Suchith",night
490,2015,829817,CSK v MI,CSK,MI,MI,BAT FIRST,187/6,162/10,162/10,187/6,MI,Mum Indians won by 25 runs,"Wankhede Stadium, Mumbai",MS Dhoni,Rohit Sharma,Kieron Pollard,False,19.0,162.0,10.0,18.0,20.0,187.0,6.0,23.0,"Faf du Plessis,Suresh Raina","Dwayne Bravo,Ravindra Jadeja","Lendl Simmons,Kieron Pollard","Lasith Malinga,Harbhajan Singh",night
491,2015,829819,RR v RCB,RR,RCB,RCB,BAT FIRST,180/4,109/10,109/10,180/4,RCB,RCB won by 71 runs,"Maharashtra Cricket Association Stadium, Pune",Steven Smith,Virat Kohli,AB de Villiers,False,19.0,109.0,10.0,11.0,20.0,180.0,4.0,23.0,"Ajinkya Rahane,Karun Nair","Dhawal Kulkarni,Chris Morris","AB de Villiers,Mandeep Singh","Harshal Patel,Yuzvendra Chahal",night
492,2015,829821,CSK v RCB,CSK,RCB,CSK,BOWL FIRST,139/8,140/7,140/7,139/8,CSK,Super Kings won by 3 wickets (with 1 ball remaining),"JSCA International Stadium Complex, Ranchi",MS Dhoni,Virat Kohli,Ashish Nehra,False,19.5,140.0,7.0,12.0,20.0,139.0,8.0,16.0,"Michael Hussey,MS Dhoni","Ashish Nehra,Ravichandran Ashwin","Chris Gayle,Sarfaraz Khan","Yuzvendra Chahal,Sreenath Aravind",night
493,2015,829823,CSK v MI,CSK,MI,CSK,BOWL FIRST,202/5,161/8,161/8,202/5,MI,Mum Indians won by 41 runs,"Eden Gardens, Kolkata",MS Dhoni,Rohit Sharma,Rohit Sharma,False,20.0,161.0,8.0,22.0,20.0,202.0,5.0,28.0,"Dwayne Smith,Suresh Raina","Dwayne Bravo,Dwayne Smith","Lendl Simmons,Rohit Sharma","Mitchell McClenaghan,Lasith Malinga",night
494,2014,729279,MI v KKR,MI,KKR,KKR,BAT FIRST,163/5,122/7,122/7,163/5,KKR,KKR won by 41 runs,"Sheikh Zayed Stadium, Abu Dhabi",Rohit Sharma,Gautam Gambhir,Jacques Kallis,False,20.0,122.0,7.0,9.0,20.0,163.0,5.0,19.0,"Ambati Rayudu,Rohit Sharma","Lasith Malinga,Zaheer Khan","Jacques Kallis,Manish Pandey","Sunil Narine,Piyush Chawla",night
495,2014,729281,DC v RCB,DC,RCB,RCB,BOWL FIRST,145/4,146/2,145/4,146/2,RCB,RCB won by 8 wickets (with 20 balls remaining),Sharjah Cricket Stadium,Dinesh Karthik,Virat Kohli,Yuzvendra Chahal,False,20.0,145.0,4.0,13.0,16.4,146.0,2.0,20.0,"Jean-Paul Duminy,Ross Taylor","Mohammed Shami,Rahul Sharma","Yuvraj Singh,Virat Kohli","Varun Aaron,Yuzvendra Chahal",night
496,2014,729283,CSK v PBKS,CSK,PBKS,CSK,BAT FIRST,205/4,206/4,205/4,206/4,PBKS,Kings XI won by 6 wickets (with 7 balls remaining),"Sheikh Zayed Stadium, Abu Dhabi",MS Dhoni,George Bailey,Glenn Maxwell,False,20.0,205.0,4.0,25.0,18.5,206.0,4.0,31.0,"Brendon McCullum,Dwayne Smith","Ravichandran Ashwin,Ashish Nehra","Glenn Maxwell,David Miller","Lakshmipathy Balaji,Axar Patel",day/night
497,2014,729285,SRH v RR,SRH,RR,RR,BOWL FIRST,133/6,135/6,133/6,135/6,RR,Royals won by 4 wickets (with 3 balls remaining),"Sheikh Zayed Stadium, Abu Dhabi",Shikhar Dhawan,Shane Watson,Ajinkya Rahane,False,20.0,133.0,6.0,8.0,19.3,135.0,6.0,15.0,"Shikhar Dhawan,David Warner","Amit Mishra,Dale Steyn","Ajinkya Rahane,Stuart Binny","Rajat Bhatia,Dhawal Kulkarni",night
498,2014,729287,RCB v MI,RCB,MI,RCB,BOWL FIRST,115/9,116/3,116/3,115/9,RCB,RCB won by 7 wickets (with 15 balls remaining),Dubai International Cricket Stadium,Virat Kohli,Rohit Sharma,Parthiv Patel,False,17.3,116.0,3.0,13.0,20.0,115.0,9.0,8.0,"Parthiv Patel,AB de Villiers","Yuzvendra Chahal,Mitchell Starc","Ambati Rayudu,Corey Anderson","Zaheer Khan,Lasith Malinga",day/night
499,2014,729289,KKR v DC,KKR,DC,KKR,BAT FIRST,166/5,167/6,166/5,167/6,DC,Daredevils won by 4 wickets (with 3 balls remaining),Dubai International Cricket Stadium,Gautam Gambhir,Dinesh Karthik,Jean-Paul Duminy,False,20.0,166.0,5.0,18.0,19.3,167.0,6.0,19.0,"Robin Uthappa,Manish Pandey","Morne Morkel,Jacques Kallis","Dinesh Karthik,Jean-Paul Duminy","Nathan Coulter-Nile,Jaydev Unadkat",night
500,2014,729291,RR v PBKS,RR,PBKS,PBKS,BOWL FIRST,191/5,193/3,191/5,193/3,PBKS,Kings XI won by 7 wickets (with 8 balls remaining),Sharjah Cricket Stadium,Shane Watson,George Bailey,Glenn Maxwell,False,20.0,191.0,5.0,27.0,18.4,193.0,3.0,23.0,"Sanju Samson,Shane Watson","Kane Richardson,James Faulkner","Glenn Maxwell,David Miller","Axar Patel,Mitchell Johnson",night
501,2014,729293,CSK v DC,CSK,DC,CSK,BAT FIRST,177/7,84/10,177/7,84/10,CSK,Super Kings won by 93 runs,"Sheikh Zayed Stadium, Abu Dhabi",MS Dhoni,Dinesh Karthik,Suresh Raina,False,20.0,177.0,7.0,19.0,15.4,84.0,9.0,7.0,"Suresh Raina,MS Dhoni","Ravichandran Ashwin,Ravindra Jadeja","James Neesham,Dinesh Karthik","Jaydev Unadkat,James Neesham",night
502,2014,729295,PBKS v SRH,PBKS,SRH,SRH,BOWL FIRST,193/6,121/10,193/6,121/10,PBKS,Kings XI won by 72 runs,Sharjah Cricket Stadium,George Bailey,Shikhar Dhawan,Glenn Maxwell,False,20.0,193.0,6.0,27.0,19.2,121.0,10.0,10.0,"Glenn Maxwell,Cheteshwar Pujara","Lakshmipathy Balaji,Axar Patel","KL Rahul,Aaron Finch","Bhuvneshwar Kumar,Amit Mishra",night
503,2014,729297,RR v CSK,RR,CSK,RR,BOWL FIRST,140/6,133/10,133/10,140/6,CSK,Super Kings won by 7 runs,Dubai International Cricket Stadium,Shane Watson,MS Dhoni,Ravindra Jadeja,False,19.5,133.0,10.0,13.0,20.0,140.0,6.0,13.0,"Dhawal Kulkarni,Rajat Bhatia","Rajat Bhatia,Stuart Binny","Dwayne Smith,Ravindra Jadeja","Ravindra Jadeja,Mohit Sharma",night
504,2014,729299,RCB v KKR,RCB,KKR,RCB,BOWL FIRST,150/7,148/5,148/5,150/7,KKR,KKR won by 2 runs,Sharjah Cricket Stadium,Virat Kohli,Gautam Gambhir,Chris Lynn,False,20.0,148.0,5.0,19.0,20.0,150.0,7.0,13.0,"Yogesh Takawale,Virat Kohli","Varun Aaron,Mitchell Starc","Chris Lynn,Jacques Kallis","Vinay Kumar,Sunil Narine",night
505,2014,729301,SRH v DC,SRH,DC,SRH,BAT FIRST,184/1,180/4,184/1,180/4,SRH,Sunrisers won by 4 runs,Dubai International Cricket Stadium,Shikhar Dhawan,Kevin Pietersen,Aaron Finch,False,20.0,184.0,1.0,24.0,20.0,180.0,4.0,24.0,"Aaron Finch,David Warner","Dale Steyn,Karn Sharma","Murali Vijay,Quinton de Kock","Shahbaz Nadeem,Mohammed Shami",day/night
506,2014,729303,CSK v MI,CSK,MI,MI,BAT FIRST,141/7,142/3,142/3,141/7,CSK,Super Kings won by 7 wickets (with 6 balls remaining),Dubai International Cricket Stadium,MS Dhoni,Rohit Sharma,Mohit Sharma,False,19.0,142.0,3.0,16.0,20.0,141.0,7.0,16.0,"Brendon McCullum,Dwayne Smith","Mohit Sharma,Ben Hilfenhaus","Rohit Sharma,Corey Anderson","Harbhajan Singh,Pragyan Ojha",night
507,2014,729305,RR v RCB,RR,RCB,RR,BOWL FIRST,70/10,71/4,71/4,70/10,RR,Royals won by 6 wickets (with 42 balls remaining),"Sheikh Zayed Stadium, Abu Dhabi",Shane Watson,Virat Kohli,Pravin Tambe,False,13.0,71.0,4.0,8.0,15.0,70.0,10.0,7.0,"Shane Watson,Ajinkya Rahane","Pravin Tambe,Kane Richardson","Virat Kohli,Mitchell Starc","Mitchell Starc,Yuzvendra Chahal",day/night
508,2014,729307,KKR v PBKS,KKR,PBKS,KKR,BOWL FIRST,132/9,109/10,109/10,132/9,PBKS,Kings XI won by 23 runs,"Sheikh Zayed Stadium, Abu Dhabi",Gautam Gambhir,George Bailey,Sandeep Sharma,False,18.2,109.0,10.0,11.0,20.0,132.0,9.0,14.0,"Suryakumar Yadav,Robin Uthappa","Piyush Chawla,Sunil Narine","Virender Sehwag,Rishi Dhawan","Sandeep Sharma,Axar Patel",night
509,2014,729309,DC v MI,DC,MI,MI,BAT FIRST,125/6,126/4,126/4,125/6,DC,Daredevils won by 6 wickets (with 7 balls remaining),Sharjah Cricket Stadium,Kevin Pietersen,Rohit Sharma,Murali Vijay,False,18.5,126.0,4.0,12.0,20.0,125.0,6.0,13.0,"Murali Vijay,Kevin Pietersen","Jaydev Unadkat,Wayne Parnell","Kieron Pollard,Chidhambaram Gautam","Lasith Malinga,Corey Anderson",day/night
510,2014,729311,SRH v CSK,SRH,CSK,SRH,BAT FIRST,145/5,146/5,145/5,146/5,CSK,Super Kings won by 5 wickets (with 3 balls remaining),Sharjah Cricket Stadium,Shikhar Dhawan,MS Dhoni,Dwayne Smith,False,20.0,145.0,5.0,13.0,19.3,146.0,5.0,17.0,"Aaron Finch,KL Rahul","Bhuvneshwar Kumar,Ishant Sharma","Dwayne Smith,Brendon McCullum","Mohit Sharma,Ben Hilfenhaus",night
511,2014,729313,PBKS v RCB,PBKS,RCB,PBKS,BOWL FIRST,124/8,127/5,127/5,124/8,PBKS,Kings XI won by 5 wickets (with 7 balls remaining),Dubai International Cricket Stadium,George Bailey,Virat Kohli,Sandeep Sharma,False,18.5,127.0,5.0,13.0,20.0,124.0,8.0,12.0,"Virender Sehwag,David Miller","Sandeep Sharma,Rishi Dhawan","Yuvraj Singh,Chris Gayle","Yuzvendra Chahal,Varun Aaron",night
512,2014,729315,KKR v RR,KKR,RR,RR,BAT FIRST,152/5,152/8,152/8,152/5,KKR,Match tied (Rajasthan Royals won the one-over eliminator),"Sheikh Zayed Stadium, Abu Dhabi",Gautam Gambhir,Shane Watson,James Faulkner,True,20.0,152.0,8.0,14.0,20.0,152.0,5.0,18.0,"Gautam Gambhir,Suryakumar Yadav","Vinay Kumar,Shakib Al Hasan","Ajinkya Rahane,Shane Watson","James Faulkner,Pravin Tambe",night
513,2014,729317,MI v SRH,MI,SRH,MI,BOWL FIRST,172/5,157/7,157/7,172/5,SRH,Sunrisers won by 15 runs,Dubai International Cricket Stadium,Rohit Sharma,Shikhar Dhawan,Bhuvneshwar Kumar,False,20.0,157.0,7.0,20.0,20.0,172.0,5.0,16.0,"Kieron Pollard,Ambati Rayudu","Zaheer Khan,Corey Anderson","David Warner,KL Rahul","Bhuvneshwar Kumar,Irfan Pathan",night
514,2014,733971,CSK v KKR,CSK,KKR,CSK,BAT FIRST,148/3,114/9,148/3,114/9,CSK,Super Kings won by 34 runs,"JSCA International Stadium Complex, Ranchi",MS Dhoni,Gautam Gambhir,Ravindra Jadeja,False,17.0,148.0,3.0,19.0,17.0,114.0,9.0,13.0,"Brendon McCullum,Suresh Raina","Ravindra Jadeja,Mohit Sharma","Robin Uthappa,Yusuf Pathan","Shakib Al Hasan,Andre Russell",night
515,2014,733973,MI v PBKS,MI,PBKS,PBKS,BAT FIRST,168/5,170/5,170/5,168/5,MI,Mum Indians won by 5 wickets (with 5 balls remaining),"Wankhede Stadium, Mumbai",Rohit Sharma,George Bailey,Corey Anderson,False,19.1,170.0,5.0,24.0,20.0,168.0,5.0,22.0,"Rohit Sharma,Corey Anderson","Harbhajan Singh,Corey Anderson","Wriddhiman Saha,Glenn Maxwell","Rishi Dhawan,Sandeep Sharma",day/night
516,2014,733975,DC v RR,DC,RR,RR,BOWL FIRST,152/5,156/3,152/5,156/3,RR,Royals won by 7 wickets (with 9 balls remaining),"Arun Jaitley Stadium, Delhi",Kevin Pietersen,Shane Watson,Karun Nair,False,20.0,152.0,5.0,18.0,18.3,156.0,3.0,19.0,"Quinton de Kock,Jean-Paul Duminy","Mohammed Shami,Shahbaz Nadeem","Karun Nair,Sanju Samson","Pravin Tambe,James Faulkner",night
517,2014,733977,RCB v SRH,RCB,SRH,RCB,BOWL FIRST,155/6,158/6,158/6,155/6,RCB,RCB won by 4 wickets (with 1 ball remaining),"M.Chinnaswamy Stadium, Bengaluru",Virat Kohli,Shikhar Dhawan,AB de Villiers,False,19.5,158.0,6.0,22.0,20.0,155.0,6.0,18.0,"AB de Villiers,Chris Gayle","Mitchell Starc,Varun Aaron","David Warner,Shikhar Dhawan","Karn Sharma,Bhuvneshwar Kumar",night
518,2014,733979,RR v KKR,RR,KKR,KKR,BOWL FIRST,170/6,160/6,170/6,160/6,RR,Royals won by 10 runs,"Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad",Shane Watson,Gautam Gambhir,Pravin Tambe,False,20.0,170.0,6.0,18.0,20.0,160.0,6.0,17.0,"Karun Nair,Sanju Samson","Shane Watson,Pravin Tambe","Robin Uthappa,Gautam Gambhir","Sunil Narine,Vinay Kumar",day/night
519,2014,733981,DC v CSK,DC,CSK,CSK,BOWL FIRST,178/5,181/2,178/5,181/2,CSK,Super Kings won by 8 wickets (with 2 balls remaining),"Arun Jaitley Stadium, Delhi",Kevin Pietersen,MS Dhoni,Dwayne Smith,False,20.0,178.0,5.0,24.0,19.4,181.0,2.0,26.0,"Dinesh Karthik,Murali Vijay","Wayne Parnell,Laxmi Shukla","Dwayne Smith,Suresh Raina","Ravindra Jadeja,Ravichandran Ashwin",night
520,2014,733983,MI v RCB,MI,RCB,RCB,BOWL FIRST,187/5,168/8,187/5,168/8,MI,Mum Indians won by 19 runs,"Wankhede Stadium, Mumbai",Rohit Sharma,Virat Kohli,Rohit Sharma,False,20.0,187.0,5.0,22.0,20.0,168.0,8.0,23.0,"Rohit Sharma,Kieron Pollard","Jasprit Bumrah,Lasith Malinga","Chris Gayle,Virat Kohli","Harshal Patel,Yuzvendra Chahal",night
521,2014,733985,DC v KKR,DC,KKR,DC,BAT FIRST,160/5,161/2,160/5,161/2,KKR,KKR won by 8 wickets (with 10 balls remaining),"Arun Jaitley Stadium, Delhi",Kevin Pietersen,Gautam Gambhir,Gautam Gambhir,False,20.0,160.0,5.0,19.0,18.2,161.0,2.0,17.0,"Jean-Paul Duminy,Dinesh Karthik","Wayne Parnell,Mohammed Shami","Gautam Gambhir,Robin Uthappa","Shakib Al Hasan,Umesh Yadav",day/night
522,2014,733987,PBKS v CSK,PBKS,CSK,CSK,BOWL FIRST,231/4,187/6,231/4,187/6,PBKS,Kings XI won by 44 runs,"Barabati Stadium, Cuttack",George Bailey,MS Dhoni,Glenn Maxwell,False,20.0,231.0,4.0,37.0,20.0,187.0,6.0,23.0,"Glenn Maxwell,David Miller","Mitchell Johnson,Glenn Maxwell","Faf du Plessis,Suresh Raina","Mohit Sharma,Ben Hilfenhaus",night
523,2014,733989,RR v SRH,RR,SRH,RR,BOWL FIRST,134/9,102/10,102/10,134/9,SRH,Sunrisers won by 32 runs,"Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad",Shane Watson,Shikhar Dhawan,Bhuvneshwar Kumar,False,19.5,102.0,10.0,7.0,20.0,134.0,9.0,15.0,"Steven Smith,Sanju Samson","Rajat Bhatia,Shane Watson","Shikhar Dhawan,Irfan Pathan","Bhuvneshwar Kumar,Dale Steyn",night
524,2014,733991,RCB v PBKS,RCB,PBKS,RCB,BOWL FIRST,198/8,166/9,166/9,198/8,PBKS,Kings XI won by 32 runs,"M.Chinnaswamy Stadium, Bengaluru",Virat Kohli,George Bailey,Sandeep Sharma,False,20.0,166.0,9.0,22.0,20.0,198.0,8.0,26.0,"AB de Villiers,Mitchell Starc","Yuzvendra Chahal,Mitchell Starc","David Miller,Virender Sehwag","Sandeep Sharma,Shivam Sharma",night
525,2014,733993,DC v SRH,DC,SRH,SRH,BOWL FIRST,143/7,44/2,143/7,44/2,SRH,Sunrisers won by 8 wickets (with 4 balls remaining) (D/L method),"Arun Jaitley Stadium, Delhi",Kevin Pietersen,Shikhar Dhawan,Dale Steyn,False,20.0,143.0,7.0,15.0,4.2,44.0,2.0,4.0,"Dinesh Karthik,Kevin Pietersen","Siddarth Kaul,Rahul Shukla","Naman Ojha,David Warner","Dale Steyn,Amit Mishra",day/night
526,2014,733995,MI v CSK,MI,CSK,CSK,BOWL FIRST,157/6,160/6,157/6,160/6,CSK,Super Kings won by 4 wickets (with 3 balls remaining),"Wankhede Stadium, Mumbai",Rohit Sharma,MS Dhoni,Dwayne Smith,False,20.0,157.0,6.0,18.0,19.3,160.0,6.0,19.0,"Ambati Rayudu,Lendl Simmons","Lasith Malinga,Praveen Kumar","Dwayne Smith,Faf du Plessis","Ravichandran Ashwin,Mohit Sharma",night
527,2014,733997,PBKS v KKR,PBKS,KKR,KKR,BOWL FIRST,149/8,150/1,149/8,150/1,KKR,KKR won by 9 wickets (with 12 balls remaining),"Barabati Stadium, Cuttack",George Bailey,Gautam Gambhir,Gautam Gambhir,False,20.0,149.0,8.0,19.0,18.0,150.0,1.0,19.0,"Virender Sehwag,Wriddhiman Saha","Parvinder Awana,Axar Patel","Gautam Gambhir,Robin Uthappa","Piyush Chawla,Morne Morkel",day/night
528,2014,733999,RCB v RR,RCB,RR,RCB,BAT FIRST,190/5,191/5,190/5,191/5,RR,Royals won by 5 wickets (with 7 balls remaining),"M.Chinnaswamy Stadium, Bengaluru",Virat Kohli,Shane Watson,James Faulkner,False,20.0,190.0,5.0,27.0,18.5,191.0,5.0,27.0,"Yuvraj Singh,AB de Villiers","Yuvraj Singh,Yuzvendra Chahal","Karun Nair,Steven Smith","Kane Richardson,Rahul Tewatia",night
529,2014,734001,SRH v MI,SRH,MI,SRH,BAT FIRST,157/3,160/3,157/3,160/3,MI,Mum Indians won by 7 wickets (with 8 balls remaining),"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Shikhar Dhawan,Rohit Sharma,Ambati Rayudu,False,20.0,157.0,3.0,21.0,18.4,160.0,3.0,21.0,"Aaron Finch,David Warner","Bhuvneshwar Kumar,Moises Henriques","Ambati Rayudu,Lendl Simmons","Lasith Malinga,Jasprit Bumrah",night
530,2014,734003,CSK v RR,CSK,RR,RR,BAT FIRST,148/8,149/5,149/5,148/8,CSK,Super Kings won by 5 wickets (with 2 balls remaining),"JSCA International Stadium Complex, Ranchi",MS Dhoni,Shane Watson,Ravindra Jadeja,False,19.4,149.0,5.0,14.0,20.0,148.0,8.0,17.0,"Dwayne Smith,Faf du Plessis","Mohit Sharma,Ravindra Jadeja","Shane Watson,Ankit Sharma","Ankit Sharma,Kevon Cooper",day/night
